PNuid_NLidu,,Province,,Name_en
Canada,,NS,,"Frasers Mills"
Canada,,NS,,Fraserville
Canada,,NS,,Fraxville
Canada,,NS,,"French Road"
Canada,,NS,,"French Village"
Canada,,NS,,"Front Centre"
Canada,,NS,,"Gabarus Lake"
Canada,,NS,,"Gardiner Mines"
Canada,,NS,,Garland
Canada,,NS,,"Garlands Crossing"
Canada,,NS,,"Gaspereaux Lake"
Canada,,NS,,"Gates Mountain"
Canada,,NS,,"Gays River"
Canada,,NS,,Georgefield
Canada,,NS,,"Georges River"
Canada,,NS,,Georgeville
Canada,,NS,,"Gibson Woods"
Canada,,NS,,"Gillis Lake"
Canada,,NS,,"Gillis Point"
Canada,,NS,,Glassburn
Canada,,NS,,"Glen Road"
Canada,,NS,,Glenmont
Canada,,NS,,Glenmore
Canada,,NS,,"Glenora Falls"
Canada,,NS,,Goodwood
Canada,,NS,,"Goose Cove"
Canada,,NS,,Gracieville
Canada,,NS,,Grafton
Canada,,NS,,"Grand Lake Road"
Canada,,NS,,Grantville
Canada,,NS,,"Granville Beach"
Canada,,NS,,"Grass Cove"
Canada,,NS,,"Green Bay"
Canada,,NS,,Greenland
Canada,,NS,,"Greenville Station"
Canada,,NS,,"Grimms Settlement"
Canada,,NS,,"Groves Point"
Canada,,NS,,Guinea
Canada,,NS,,"Gullivers Cove"
Canada,,NS,,"Gypsum Mines"
Canada,,NS,,"Halibut Bay"
Canada,,NS,,Hansford
Canada,,NS,,"Harbour Centre"
Canada,,NS,,Harmony
Canada,,NS,,Harriston
Canada,,NS,,"Hart Lake"
Canada,,NS,,Hartford
Canada,,NS,,"Hartz Point"
Canada,,NS,,Hastings
Canada,,NS,,"Hays River"
Canada,,NS,,Hazeldale
Canada,,NS,,Higginsville
Canada,,NS,,Highbury
Canada,,NS,,"Highland Hill"
Canada,,NS,,Hillcrest
Canada,,NS,,Hillgrove
Canada,,NS,,"Hillside Boularderie"
Canada,,NS,,Hillsvale
Canada,,NS,,Hillview
Canada,,NS,,"Holland Harbour"
Canada,,NS,,Homeville
Canada,,NS,,"Hunters Mountain"
Canada,,NS,,Huntington
Canada,,NS,,Hyannas
Canada,,NS,,"Indian Path"
Canada,,NS,,Inglewood
Canada,,NS,,Ingramport
Canada,,NS,,Ireton
Canada,,NS,,"Irish Cove"
Canada,,NS,,Ironville
Canada,,NS,,"Jacket Lake"
Canada,,NS,,Johnstown
Canada,,NS,,"Jordan Bay"
Canada,,NS,,"Jordan Ferry"
Canada,,NS,,Jordanville
Canada,,NS,,"Juniper Mountain"
Canada,,NS,,Karsdale
Canada,,NS,,"Kavanaugh Mills"
Canada,,NS,,Keble
Canada,,NS,,"Keddys Corner"
Canada,,NS,,"Kempt Head"
Canada,,NS,,"Kempt Road"
Canada,,NS,,Kenloch
Canada,,NS,,"Keppoch Mountain"
Canada,,NS,,Kewstoke
Canada,,NS,,Kinsac
Canada,,NS,,Kirkhill
Canada,,NS,,"LaHave Islands"
Canada,,NS,,"Lake Centre"
Canada,,NS,,"Lake Egmont"
Canada,,NS,,"Lake Killarney"
Canada,,NS,,"Lake La Rose"
Canada,,NS,,"Lake Loon"
Canada,,NS,,"Lake Midway"
Canada,,NS,,"Lake O'Law"
Canada,,NS,,"Lake Pleasant"
Canada,,NS,,"Lake Road"
Canada,,NS,,Lakeview
Canada,,NS,,Lanark
Canada,,NS,,Lanesville
Canada,,NS,,Lansdowne
Canada,,NS,,Leamington
Canada,,NS,,Lexington
Canada,,NS,,Lilydale
Canada,,NS,,"Lime Hill"
Canada,,NS,,"Lindsay Lake"
Canada,,NS,,Lingan
Canada,,NS,,"Lingan Road"
Canada,,NS,,Linwood
Canada,,NS,,"Linwood Station"
Canada,,NS,,"Little Bass River"
Canada,,NS,,"Little Lorraine"
Canada,,NS,,"Little Pond"
Canada,,NS,,"Little Port L'Hebert"
Canada,,NS,,"Lochiel Lake"
Canada,,NS,,Lochside
Canada,,NS,,Lockhartville
Canada,,NS,,"Long Hill"
Canada,,NS,,"Long Island"
Canada,,NS,,"Lower Clarks Harbour"
Canada,,NS,,"Lower Concession"
Canada,,NS,,"Lower Cove"
Canada,,NS,,"Lower East Chezzetcook"
Canada,,NS,,"Lower LaHave"
Canada,,NS,,"Lower New Cornwall"
Canada,,NS,,"Lower Rose Bay"
Canada,,NS,,"Lower Sandy Point"
Canada,,NS,,"Lower Springfield"
Canada,,NS,,"Lower Three Fathom Harbour"
Canada,,NS,,"Lower Truro"
Canada,,NS,,"Lower Wedgeport"
Canada,,NS,,"Lower Wolfville"
Canada,,NS,,Lucasville
Canada,,NS,,"Mabou Mines"
Canada,,NS,,"MacAdams Lake"
Canada,,NS,,"Maccan Woods"
Canada,,NS,,Macdale
Canada,,NS,,"MacIntyre Lake"
Canada,,NS,,"MacPhees Corner"
Canada,,NS,,"Maders Cove"
Canada,,NS,,Main-à-Dieu
Canada,,NS,,"Malagash Point"
Canada,,NS,,"Malagash Station"
Canada,,NS,,Mansfield
Canada,,NS,,Mantua
Canada,,NS,,"Maple Grove"
Canada,,NS,,Marinette
Canada,,NS,,"Marsh Brook"
Canada,,NS,,"Marshes (West Bay)"
Canada,,NS,,Martock
Canada,,NS,,Marydale
Canada,,NS,,"Mattatall Lake"
Canada,,NS,,"McArras Brook"
Canada,,NS,,"Meadow Green"
Canada,,NS,,Medford
Canada,,NS,,Merland
Canada,,NS,,"Middle Cape"
Canada,,NS,,"Middle LaHave"
Canada,,NS,,"Middle Pereau"
Canada,,NS,,"Middle Porters Lake"
Canada,,NS,,"Militia Point"
Canada,,NS,,"Mill Creek"
Canada,,NS,,"Mill Section"
Canada,,NS,,"Miller Road"
Canada,,NS,,"Mink Cove"
Canada,,NS,,"Mira Gut"
Canada,,NS,,"Mitchell Bay"
Canada,,NS,,"Montague Gold Mines"
Canada,,NS,,Montrose
Canada,,NS,,"Moose Point"
Canada,,NS,,"Moshers Corner"
Canada,,NS,,"Mount Hanley"
Canada,,NS,,"Mount Rose"
Canada,,NS,,"Mountain Front"
Canada,,NS,,Murchyville
Canada,,NS,,"Necum Teuch"
Canada,,NS,,"Nevada Valley"
Canada,,NS,,"New Cumberland"
Canada,,NS,,"New Edinburgh"
Canada,,NS,,"New France"
Canada,,NS,,"New Grafton"
Canada,,NS,,"New Harris Forks"
Canada,,NS,,"New Truro Road"
Canada,,NS,,"New Victoria"
Canada,,NS,,"Newport Station"
Canada,,NS,,"Newton Mills"
Canada,,NS,,"Newtown, Ingonish"
Canada,,NS,,"Newtown, Guysborough"
Canada,,NS,,"Nictaux West"
Canada,,NS,,"North Ainslie"
Canada,,NS,,"North Kingston"
Canada,,NS,,"North Medford"
Canada,,NS,,"North Preston"
Canada,,NS,,"North Range"
Canada,,NS,,"North River Centre"
Canada,,NS,,"North Salem"
Canada,,NS,,"North Shore, Victoria"
Canada,,NS,,"North Shore, Cumberland"
Canada,,NS,,"North Wallace Bay"
Canada,,NS,,"North West Arm"
Canada,,NS,,"North West Harbour"
Canada,,NS,,"Northeast Mabou"
Canada,,NS,,"Norths Corner"
Canada,,NS,,"Northside East Bay"
Canada,,NS,,Northville
Canada,,NS,,Northwest
Canada,,NS,,Norwood
Canada,,NS,,Nuttby
Canada,,NS,,Oakfield
Canada,,NS,,Oban
Canada,,NS,,"Ohio, Digby"
Canada,,NS,,"Ohio, Antigonish"
Canada,,NS,,Oldham
Canada,,NS,,"Orangedale East"
Canada,,NS,,"Osborne Harbour"
Canada,,NS,,Outram
Canada,,NS,,Overton
Canada,,NS,,"Pace Settlement"
Canada,,NS,,Parkdale
Canada,,NS,,Pereau
Canada,,NS,,Pinevale
Canada,,NS,,"Pipers Cove"
Canada,,NS,,"Pitchers Farm"
Canada,,NS,,"Plaister Mines"
Canada,,NS,,"Pleasant Lake"
Canada,,NS,,"Plympton Station"
Canada,,NS,,"Point Edward"
Canada,,NS,,"Point Michaud"
Canada,,NS,,"Poison Lake"
Canada,,NS,,"Pondville South"
Canada,,NS,,"Poplar Grove"
Canada,,NS,,"Port Ban"
Canada,,NS,,"Port Hood Island"
Canada,,NS,,"Port L'Hebert"
Canada,,NS,,"Port Saxon"
Canada,,NS,,Portage
Canada,,NS,,"Prime Brook"
Canada,,NS,,"Prince Albert"
Canada,,NS,,Princedale
Canada,,NS,,Princeport
Canada,,NS,,"Prospect Bay"
Canada,,NS,,Queensland
Canada,,NS,,Queensville
Canada,,NS,,"Rear Georgeville"
Canada,,NS,,"Reids Hill"
Canada,,NS,,"Rines Creek"
Canada,,NS,,"River Lake"
Canada,,NS,,"River Ryan"
Canada,,NS,,"Riverside, Colchester"
Canada,,NS,,"Riverside, Hants"
Canada,,NS,,"Riverside Corner"
Canada,,NS,,Rivulet
Canada,,NS,,Roberta
Canada,,NS,,"Robinson Corner"
Canada,,NS,,"Robinsons Corner"
Canada,,NS,,"Rocco Point"
Canada,,NS,,"Rockland, Shelburne"
Canada,,NS,,"Rockland,Kings"
Canada,,NS,,"Rocky Bay"
Canada,,NS,,Rodney
Canada,,NS,,Rosedale
Canada,,NS,,"Ross Corner"
Canada,,NS,,"Round Island"
Canada,,NS,,"Saint Ninian"
Canada,,NS,,Salem
Canada,,NS,,"Sambro Creek"
Canada,,NS,,"Sampsons Cove"
Canada,,NS,,"Sand Beach"
Canada,,NS,,Sandfield
Canada,,NS,,"Scotch Lake"
Canada,,NS,,Scotchtown
Canada,,NS,,Seffernville
Canada,,NS,,"Selfridge Corner"
Canada,,NS,,Shearwater
Canada,,NS,,Shenacadie
Canada,,NS,,"Sherose Island"
Canada,,NS,,Sherwood
Canada,,NS,,"Short Beach"
Canada,,NS,,"Shortts Lake"
Canada,,NS,,"Sight Point"
Canada,,NS,,"Simms Settlement"
Canada,,NS,,"Sissiboo Falls"
Canada,,NS,,"Smelt Brook"
Canada,,NS,,"Smiths Settlement"
Canada,,NS,,Smithsville
Canada,,NS,,Smithville
Canada,,NS,,"South Bar"
Canada,,NS,,"South Cape Highlands"
Canada,,NS,,"South Haven"
Canada,,NS,,"South Head"
Canada,,NS,,"South Ingonish Harbour"
Canada,,NS,,"South Merland"
Canada,,NS,,"South Milford"
Canada,,NS,,"South Scots Bay"
Canada,,NS,,"South Section"
Canada,,NS,,"South Side of Boularderie"
Canada,,NS,,"South Uniacke"
Canada,,NS,,"South Waterville"
Canada,,NS,,"South Williamston"
Canada,,NS,,"Southside Boularderie"
Canada,,NS,,Southville
Canada,,NS,,"Southwest Cove"
Canada,,NS,,"Spa Springs"
Canada,,NS,,Springdale
Canada,,NS,,"St. Benoni"
Canada,,NS,,"St. Croix Cove"
Canada,,NS,,Stewartdale
Canada,,NS,,"Stonehurst North"
Canada,,NS,,"Stonehurst South"
Canada,,NS,,Stormont
Canada,,NS,,"Streets Ridge"
Canada,,NS,,"Sugar Loaf"
Canada,,NS,,"Surettes Island"
Canada,,NS,,"Sutherland Lake"
Canada,,NS,,"Sweets Corner"
Canada,,NS,,"Sydney Forks"
Canada,,NS,,"Sylvan Valley"
Canada,,NS,,"Tanners Settlement"
Canada,,NS,,Tantallon
Canada,,NS,,"Tatamagouche Mountain"
Canada,,NS,,"Taylors Road"
Canada,,NS,,"Terre Noire"
Canada,,NS,,"The Lodge"
Canada,,NS,,"Third Lake"
Canada,,NS,,Tiddville
Canada,,NS,,Torbrook
Canada,,NS,,"Torbrook Mines"
Canada,,NS,,"Torbrook West"
Canada,,NS,,"Tower Road"
Canada,,NS,,"Tusket Falls"
Canada,,NS,,"Upper Afton"
Canada,,NS,,"Upper Big Tracadie"
Canada,,NS,,"Upper Burlington"
Canada,,NS,,"Upper Chelsea"
Canada,,NS,,"Upper Economy"
Canada,,NS,,"Upper Kemptown"
Canada,,NS,,"Upper Kingsburg"
Canada,,NS,,"Upper Leitches Creek"
Canada,,NS,,"Upper North Sydney"
Canada,,NS,,"Upper Pereau"
Canada,,NS,,"Upper River Denys"
Canada,,NS,,"Upper Sackville"
Canada,,NS,,"Upper Springfield"
Canada,,NS,,"Upper Washabuck"
Canada,,NS,,Urbania
Canada,,NS,,"Victoria Harbour"
Canada,,NS,,"Victoria Mines"
Canada,,NS,,"Victoria Vale"
Canada,,NS,,Viewmount
Canada,,NS,,Villagedale
Canada,,NS,,Waldeck
Canada,,NS,,"Waldeck East"
Canada,,NS,,"Waldeck West"
Canada,,NS,,Waldegrave
Canada,,NS,,"Wallace Bay"
Canada,,NS,,"Wallace Highlands"
Canada,,NS,,"Wallace Ridge"
Canada,,NS,,"Wallace Station"
Canada,,NS,,Warren
Canada,,NS,,"Warwick Mountain"
Canada,,NS,,"Washabuck Centre"
Canada,,NS,,Waterford
Canada,,NS,,"Waughs River"
Canada,,NS,,"Weltons Corner"
Canada,,NS,,"Wentworth Creek"
Canada,,NS,,"West Arm Tracadie"
Canada,,NS,,"West Berlin"
Canada,,NS,,"West Black Rock"
Canada,,NS,,"West Brooklyn"
Canada,,NS,,"West Earltown"
Canada,,NS,,"West Glenmont"
Canada,,NS,,"West Green Harbour"
Canada,,NS,,"West Head"
Canada,,NS,,"West Indian Road"
Canada,,NS,,"West LaHave"
Canada,,NS,,"West Pennant"
Canada,,NS,,"West Petpeswick"
Canada,,NS,,"West Tatamagouche"
Canada,,NS,,"Western Head, Queens"
Canada,,NS,,"Western Head, Shelburne"
Canada,,NS,,"Whale Cove"
Canada,,NS,,"White Water"
Canada,,NS,,"Whycocomagh Portage"
Canada,,NS,,"Wilsons Cove"
Canada,,NS,,Wittenburg
Canada,,NS,,Woodlawn
Canada,,NS,,Woodside
Canada,,NS,,"Wyses Corner"
Canada,,NS,,Wyvern
Canada,,NS,,"Yarmouth Bar"
Canada,,NT,,Tungsten
Canada,,NT,,Tuktoyaktuk
Canada,,NT,,Paulatuk
Canada,,NT,,"Fort McPherson"
Canada,,NT,,"Norman Wells"
Canada,,NT,,Wrigley
Canada,,NT,,"Fort Simpson"
Canada,,NT,,Enterprise
Canada,,NT,,"Hay River"
Canada,,NT,,K'atlodeeche
Canada,,NT,,"Fort Smith"
Canada,,NT,,Reliance
Canada,,NT,,Dettah
Canada,,NT,,Yellowknife
Canada,,NT,,Edzo
Canada,,NT,,Ulukhaktok
Canada,,NT,,"Sachs Harbour"
Canada,,NT,,Discovery
Canada,,NT,,"Echo Bay"
Canada,,NT,,"Johnson Point"
Canada,,NT,,"Pine Point"
Canada,,NT,,"Mould Bay"
Canada,,NT,,"Cape Parry"
Canada,,NT,,"Tulita (Tulita Dene)"
Canada,,NT,,"Teetl'it Gwich'in Band Council"
Canada,,NT,,"Fort Good Hope"
Canada,,NT,,"Tsiigehtchic (Gwichya Gwich'in)"
Canada,,NT,,"Déline (Deline First Nation)"
Canada,,NT,,"Aklavik (Aklavik)"
Canada,,NT,,"Pehdzeh Ki First Nation"
Canada,,NT,,"Liidlii Kue First Nation"
Canada,,NT,,"Fort Liard (Acho Dene Koe First Nation)"
Canada,,NT,,"Salt River First Nation #195"
Canada,,NT,,"Fort Providence (Deh Gáh Got'ie Dene First Nation)"
Canada,,NT,,"K'atlodeeche First Nation"
Canada,,NT,,"Fort Resolution (Deninu K'ue First Nation)"
Canada,,NT,,"Yellowknives Dene First Nation"
Canada,,NT,,"Lutselk'e (Lutsel K'e Dene First Nation)"
Canada,,NT,,"Rae (Dog Rib Rae)"
Canada,,NT,,"Nahanni Butte"
Canada,,NT,,"Trout Lake (Sambaa K'e First Nation)"
Canada,,NT,,"Kakisa (Ka'a'gee Tu First Nation)"
Canada,,NT,,"Whatì (Wha Ti First Nation)"
Canada,,NT,,"Jean Marie River First Nation"
Canada,,NT,,"Colville Lake (Behdzi Ahda"" First Nation)"
Canada,,NT,,"West Point First Nation"
Canada,,NT,,"Gameti First Nation"
Canada,,NT,,"Wekweètì (Dechi Laot'i First Nations)"
Canada,,NT,,"Inuvik (Inuvik Native)"
Canada,,NU,,Alert
Canada,,NU,,Eureka
Canada,,NU,,"Grise Fiord"
Canada,,NU,,"Resolute Bay"
Canada,,NU,,Nanisivik
Canada,,NU,,"Arctic Bay"
Canada,,NU,,"Pond Inlet"
Canada,,NU,,"Clyde River"
Canada,,NU,,Qikiqtarjuaq
Canada,,NU,,Pangnirtung
Canada,,NU,,Iqaluit
Canada,,NU,,Kimmirut
Canada,,NU,,"Cape Dorset"
Canada,,NU,,"Coral Harbour"
Canada,,NU,,"Naujaat (Repulse Bay)"
Canada,,NU,,Igloolik
Canada,,NU,,"Hall Beach (Sanirajak)"
Canada,,NU,,Kugaaruk
Canada,,NU,,Taloyoak
Canada,,NU,,"Gjoa Haven"
Canada,,NU,,"Cambridge Bay (Iqaluktuuttiaq)"
Canada,,NU,,Umingmaktok
Canada,,NU,,"Bathurst Inlet"
Canada,,NU,,Kugluktuk
Canada,,NU,,"Baker Lake"
Canada,,NU,,"Rankin Inlet"
Canada,,NU,,Arviat
Canada,,NU,,"Whale Cove"
Canada,,NU,,"Chesterfield Inlet"
Canada,,NU,,Sanikiluaq
Canada,,NU,,Polaris
Canada,,NU,,Lupin
Canada,,NU,,"Dundas Harbour"
Canada,,NU,,Isachsen
Canada,,NU,,"Fort Ross"
Canada,,ON,,Hawkesbury
Canada,,ON,,"Vankleek Hill"
Canada,,ON,,Alexandria
Canada,,ON,,Lancaster
Canada,,ON,,Maxville
Canada,,ON,,"St. Isidore"
Canada,,ON,,Plantagenet
Canada,,ON,,Alfred
Canada,,ON,,Casselman
Canada,,ON,,Finch
Canada,,ON,,Embrun
Canada,,ON,,Russell
Canada,,ON,,Rockland
Canada,,ON,,"Rockland East"
Canada,,ON,,Bourget
Canada,,ON,,"Clarence Creek"
Canada,,ON,,Bainsville
Canada,,ON,,"Green Valley"
Canada,,ON,,Martintown
Canada,,ON,,Glendale
Canada,,ON,,Williamstown
Canada,,ON,,"Glen Walter"
Canada,,ON,,"South Lancaster"
Canada,,ON,,"North Lancaster"
Canada,,ON,,Cornwall
Canada,,ON,,Riverdale
Canada,,ON,,"Lakeview Heights"
Canada,,ON,,"Long Sault"
Canada,,ON,,"Eamers Corners"
Canada,,ON,,"Churchill Heights"
Canada,,ON,,Bonville
Canada,,ON,,"St. Andrews"
Canada,,ON,,"Glen Sandfield"
Canada,,ON,,Dalkeith
Canada,,ON,,"Glen Robertson"
Canada,,ON,,St-Eugène
Canada,,ON,,Lefaivre
Canada,,ON,,Fournier
Canada,,ON,,Riceville
Canada,,ON,,Curran
Canada,,ON,,"Moose Creek"
Canada,,ON,,Chesterville
Canada,,ON,,Winchester
Canada,,ON,,Greenfield
Canada,,ON,,Dunvegan
Canada,,ON,,Ingleside
Canada,,ON,,Newington
Canada,,ON,,Crysler
Canada,,ON,,Berwick
Canada,,ON,,Lunenburg
Canada,,ON,,Limoges
Canada,,ON,,Monkland
Canada,,ON,,Vars
Canada,,ON,,Navan
Canada,,ON,,Sarsfield
Canada,,ON,,Metcalfe
Canada,,ON,,Osgoode
Canada,,ON,,Kemptville
Canada,,ON,,Richmond
Canada,,ON,,"North Gower"
Canada,,ON,,Manotick
Canada,,ON,,Greely
Canada,,ON,,Vernon
Canada,,ON,,Cumberland
Canada,,ON,,"Carleton Place"
Canada,,ON,,Perth
Canada,,ON,,"Smiths Falls"
Canada,,ON,,Almonte
Canada,,ON,,Pakenham
Canada,,ON,,Arnprior
Canada,,ON,,"Constance Bay"
Canada,,ON,,Stittsville
Canada,,ON,,L'Orignal
Canada,,ON,,Ottawa
Canada,,ON,,"Blackburn Hamlet"
Canada,,ON,,Vanier
Canada,,ON,,Wendover
Canada,,ON,,Inkerman
Canada,,ON,,Dunbar
Canada,,ON,,Hallville
Canada,,ON,,Kars
Canada,,ON,,Chute-à-Blondeau
Canada,,ON,,Avonmore
Canada,,ON,,Hammond
Canada,,ON,,St-Bernardin
Canada,,ON,,"Apple Hill"
Canada,,ON,,Morewood
Canada,,ON,,Kenmore
Canada,,ON,,Marionville
Canada,,ON,,Mountain
Canada,,ON,,"Bells Corners"
Canada,,ON,,Barrhaven
Canada,,ON,,Kanata
Canada,,ON,,Orléans
Canada,,ON,,Carp
Canada,,ON,,"Fitzroy Harbour"
Canada,,ON,,Dunrobin
Canada,,ON,,"Marathon Village"
Canada,,ON,,Kinburn
Canada,,ON,,Morrisburg
Canada,,ON,,Iroquois
Canada,,ON,,"Oxford Mills"
Canada,,ON,,"South Mountain"
Canada,,ON,,Johnstown
Canada,,ON,,Prescott
Canada,,ON,,Spencerville
Canada,,ON,,"Oxford Station"
Canada,,ON,,Cardinal
Canada,,ON,,Brockville
Canada,,ON,,Maitland
Canada,,ON,,Maynard
Canada,,ON,,Munster
Canada,,ON,,Merrickville
Canada,,ON,,"Eastons Corners"
Canada,,ON,,Jasper
Canada,,ON,,"North Augusta"
Canada,,ON,,Lanark
Canada,,ON,,Tincap
Canada,,ON,,"Spring Valley"
Canada,,ON,,Lyn
Canada,,ON,,Athens
Canada,,ON,,Toledo
Canada,,ON,,Lombardy
Canada,,ON,,"Rideau Ferry"
Canada,,ON,,"Port Elmsley"
Canada,,ON,,Innisville
Canada,,ON,,Franktown
Canada,,ON,,Renfrew
Canada,,ON,,Clayton
Canada,,ON,,Calabogie
Canada,,ON,,"Glasgow Station"
Canada,,ON,,Braeside
Canada,,ON,,Newboro
Canada,,ON,,Portland
Canada,,ON,,Elgin
Canada,,ON,,Delta
Canada,,ON,,Westport
Canada,,ON,,Lyndhurst
Canada,,ON,,Lansdowne
Canada,,ON,,Gananoque
Canada,,ON,,"Seeleys Bay"
Canada,,ON,,Algonquin
Canada,,ON,,Williamsburg
Canada,,ON,,Domville
Canada,,ON,,Mallorytown
Canada,,ON,,Rockport
Canada,,ON,,"Ivy Lea"
Canada,,ON,,Cobden
Canada,,ON,,Beachburg
Canada,,ON,,"White Lake"
Canada,,ON,,Dacre
Canada,,ON,,Eganville
Canada,,ON,,Douglas
Canada,,ON,,"Golden Lake"
Canada,,ON,,Killaloe
Canada,,ON,,"Barry's Bay"
Canada,,ON,,Madawaska
Canada,,ON,,Wilno
Canada,,ON,,"Round Lake Centre"
Canada,,ON,,Foymount
Canada,,ON,,Combermere
Canada,,ON,,"Haley Station"
Canada,,ON,,"Foresters Falls"
Canada,,ON,,Westmeath
Canada,,ON,,"La Passe"
Canada,,ON,,Pembroke
Canada,,ON,,"Forest Lea"
Canada,,ON,,Petawawa
Canada,,ON,,"Chalk River"
Canada,,ON,,"Deep River"
Canada,,ON,,Rolphton
Canada,,ON,,"Mountain View"
Canada,,ON,,Alice
Canada,,ON,,"Palmer Rapids"
Canada,,ON,,"Lake St. Peter"
Canada,,ON,,Maynooth
Canada,,ON,,"McArthurs Mills"
Canada,,ON,,Bancroft
Canada,,ON,,"Birds Creek"
Canada,,ON,,L'Amable
Canada,,ON,,Wilberforce
Canada,,ON,,"Highland Grove"
Canada,,ON,,Haliburton
Canada,,ON,,"Tory Hill"
Canada,,ON,,Quadeville
Canada,,ON,,Denbigh
Canada,,ON,,Griffith
Canada,,ON,,"Fort Stewart"
Canada,,ON,,Whitney
Canada,,ON,,"Maple Leaf"
Canada,,ON,,Baptiste
Canada,,ON,,"Eagle Lake"
Canada,,ON,,"Fort Irwin"
Canada,,ON,,"West Guilford"
Canada,,ON,,Carnarvon
Canada,,ON,,Minden
Canada,,ON,,"Halls Lake"
Canada,,ON,,Bracebridge
Canada,,ON,,Gravenhurst
Canada,,ON,,Baysville
Canada,,ON,,Huntsville
Canada,,ON,,Dorset
Canada,,ON,,Dwight
Canada,,ON,,"Hidden Valley"
Canada,,ON,,Novar
Canada,,ON,,Emsdale
Canada,,ON,,"Burk's Falls"
Canada,,ON,,"Russell Landing"
Canada,,ON,,Magnetawan
Canada,,ON,,Sundridge
Canada,,ON,,"South River"
Canada,,ON,,"Trout Creek"
Canada,,ON,,Powassan
Canada,,ON,,Callander
Canada,,ON,,Astorville
Canada,,ON,,Bonfield
Canada,,ON,,Rutherglen
Canada,,ON,,Mattawa
Canada,,ON,,Deux-Rivières
Canada,,ON,,Stonecliffe
Canada,,ON,,Kiosk
Canada,,ON,,Alderdale
Canada,,ON,,Chiswick
Canada,,ON,,Nipissing
Canada,,ON,,Osceola
Canada,,ON,,Hopefield
Canada,,ON,,Blakeney
Canada,,ON,,Burnstown
Canada,,ON,,Ashdad
Canada,,ON,,"McDonald Corners"
Canada,,ON,,Lavant
Canada,,ON,,"Clyde Forks"
Canada,,ON,,Middleville
Canada,,ON,,Wemyss
Canada,,ON,,"Glen Tay"
Canada,,ON,,Balderson
Canada,,ON,,Fallbrook
Canada,,ON,,"Sharbot Lake"
Canada,,ON,,Maberly
Canada,,ON,,Arden
Canada,,ON,,"Long Lake"
Canada,,ON,,Tichborne
Canada,,ON,,Parham
Canada,,ON,,Plevna
Canada,,ON,,Cloyne
Canada,,ON,,Northbrook
Canada,,ON,,Flinton
Canada,,ON,,Kaladar
Canada,,ON,,Verona
Canada,,ON,,Piccadilly
Canada,,ON,,Harrowsmith
Canada,,ON,,Sydenham
Canada,,ON,,"Perth Road"
Canada,,ON,,Tamworth
Canada,,ON,,Newburgh
Canada,,ON,,Odessa
Canada,,ON,,Yarker
Canada,,ON,,Enterprise
Canada,,ON,,Napanee
Canada,,ON,,Selby
Canada,,ON,,Lonsdale
Canada,,ON,,Deseronto
Canada,,ON,,Bath
Canada,,ON,,Inverary
Canada,,ON,,Battersea
Canada,,ON,,Kingston
Canada,,ON,,Amherstview
Canada,,ON,,Aylesworth
Canada,,ON,,"Codes Corner"
Canada,,ON,,Marysville
Canada,,ON,,Eastview
Canada,,ON,,Willowbank
Canada,,ON,,Ompah
Canada,,ON,,"Mountain Grove"
Canada,,ON,,Ardoch
Canada,,ON,,Harlowe
Canada,,ON,,Actinolite
Canada,,ON,,Tweed
Canada,,ON,,Madoc
Canada,,ON,,Thomasburg
Canada,,ON,,Eldorado
Canada,,ON,,Bannockburn
Canada,,ON,,Millbridge
Canada,,ON,,Deloro
Canada,,ON,,Marmora
Canada,,ON,,Havelock
Canada,,ON,,Norwood
Canada,,ON,,Campbellford
Canada,,ON,,Hastings
Canada,,ON,,Stirling
Canada,,ON,,Frankford
Canada,,ON,,Belleville
Canada,,ON,,Trenton
Canada,,ON,,Brighton
Canada,,ON,,Wellington
Canada,,ON,,Bloomfield
Canada,,ON,,Picton
Canada,,ON,,Shannonville
Canada,,ON,,Demorestville
Canada,,ON,,"Mountain View"
Canada,,ON,,Consecon
Canada,,ON,,Milford
Canada,,ON,,"Sandhurst Shores"
Canada,,ON,,Marlbank
Canada,,ON,,"Coe Hill"
Canada,,ON,,Gilmour
Canada,,ON,,Gunter
Canada,,ON,,Paudash
Canada,,ON,,Cardiff
Canada,,ON,,Detlor
Canada,,ON,,Gooderham
Canada,,ON,,"Victoria Place"
Canada,,ON,,Bobcaygeon
Canada,,ON,,Lakefield
Canada,,ON,,"Youngs Point"
Canada,,ON,,"Burleigh Falls"
Canada,,ON,,Youngstown
Canada,,ON,,Bridgenorth
Canada,,ON,,Peterborough
Canada,,ON,,Omemee
Canada,,ON,,Millbrook
Canada,,ON,,Warkworth
Canada,,ON,,Roseneath
Canada,,ON,,Harwood
Canada,,ON,,"Gores Landing"
Canada,,ON,,Warsaw
Canada,,ON,,Keene
Canada,,ON,,Lang
Canada,,ON,,"Mount Pleasant"
Canada,,ON,,Bethany
Canada,,ON,,Pontypool
Canada,,ON,,Orono
Canada,,ON,,"Newcastle Village"
Canada,,ON,,Bowmanville
Canada,,ON,,Hampton
Canada,,ON,,"Burketon Station"
Canada,,ON,,Blackstock
Canada,,ON,,"Port Hope"
Canada,,ON,,Bewdley
Canada,,ON,,Cobourg
Canada,,ON,,Grafton
Canada,,ON,,Camborne
Canada,,ON,,"Precious Corners"
Canada,,ON,,"Creighton Heights"
Canada,,ON,,"Garden Hill"
Canada,,ON,,Elizabethville
