Brand Organization Email Extension,Tenant Organization Email Extension,Brand Location Number,Tenant Location Number,Name,Phone,Email,Website,Address Line one,Address Line Two,Latitude,Longitude,Zip Code,Country,State,County,Municipality - Place,Notes
britishlegion.org.uk,,,,Lambley RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lancaster RBL,,,,,,,,LA1 5PE,United Kingdom,,,,"Branch meets at 20:00hr on the last Wednesday of every month, except December at the Community Centre, Sir Thomas Storey House, Story Avenue, Westfield War Memorial Village, West Road, Lancaster LA1 5PE."
britishlegion.org.uk,,,,Langtoft,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lees & District,,,,,,,,,United Kingdom,,,,The Lees & District Branch meets at 7.30pm every last Thursday of the month at the RBL Lees Club in Oldham
britishlegion.org.uk,,,,Leigh on Sea,,,,,,,,,United Kingdom,,,,"The Leigh-on-Sea Branch meets at 8pm every 3rd Monday of the month at the Moose Hall in Cranleigh Drive, Leigh-on-Sea,  Essex SS9 2SY. The Moose Hall has a Bar."
britishlegion.org.uk,,,,Leominster,,,,,,,,,United Kingdom,,,,"Branch meets at 2000 every 2nd Tuesday of the Month at the Leominster Sports & Social Club in South St, Leominster HR6 8JQ."
britishlegion.org.uk,,,,Leytonstone RBL,,,,,,,,,United Kingdom,,,,I’m sure that when our branch is able to meet we will have a moment of reflection at this sad time for the Queen and the Royal Family.
britishlegion.org.uk,,,,Knutsford RBL,,,,,,,,,United Kingdom,,,,Knutsford & District Branch meets bimonthly at the Knutsford Council Office starting January 2023.
britishlegion.org.uk,,,,Lambourn RBL,,,,,,,,RG17 8QD,United Kingdom,,,,"Lambourn Branch meets every month at The Royal British Legion Club in Upper Lambourn Road, Lambourn, Berkshire, RG17 8QD."
britishlegion.org.uk,,,,Lane End RBL,,,,,,,,,United Kingdom,,,,Lane End Branch meets at 07:30pm at the Scout Hut in Wheeler End.
britishlegion.org.uk,,,,Launceston RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lee on Solent RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Leigh,,,,,,,,WN7 3NA,United Kingdom,,,,"Leigh Branch meets at 19.00 every third Thursday of the month at Leigh RUFC, Round Ash Park/Hand La, Leigh WN7 3NA."
britishlegion.org.uk,,,,Leighton Buzzard RBL,,,,,,,,LU7 1DA,United Kingdom,,,,"Leighton Buzzard Branch meets at 7.30pm on 1st Thursday of each month at The Royal British Legion Club, West Street Leighton Buzzard Beds. LU7 1DA"
britishlegion.org.uk,,,,Letchworth Gdn City RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Limavady RBL,,,,,,,,,United Kingdom,,,,"Limavady Branch meets at 8.00 p.m. every third Tuesday of the month at the United Services Club, Roe Mill Road in Limavady."
britishlegion.org.uk,,,,Lisburn RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 8 pm every second Tuesday Sep to June at the Lisburn RBL in Sackville Street,Lisburn."
britishlegion.org.uk,,,,Liss,,,,,,,,,United Kingdom,,,,Branch meets at:
britishlegion.org.uk,,,,Little Gaddesden RBL,,,,,,,,HP4 1NX,United Kingdom,,,,"The Committee meets in the Centenary Hall, HP4 1NX or the Thomas Field Hall, HP4 1NZ (both in Church Road, Little Gaddesden) once per Quarter on Mondays at 5.30pm."
britishlegion.org.uk,,,,Littleworth & District,,,,,,,,,United Kingdom,,,,Branch meets at1830 every month at the Norton Parish Hall in Littleworth.
britishlegion.org.uk,,,,Llandrinio RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Llantwit Major RBL Branch,,,,,,,,,United Kingdom,,,,Branch meets at Llantwit Major Rugby Club @ 19:00hrs every 2nd Monday of each month
britishlegion.org.uk,,,,Long Eaton RBL,,,,,,,,,United Kingdom,,,,"Long Eaton Branch meets on the second and last Sunday of every month at the Curzon Club in Bennett Street, Long Eaton."
britishlegion.org.uk,,,,Lindfield RBL,,,,,,,,,United Kingdom,,,,The Lindfield Branch Committee meets four times a year. We meet at the Tiger in the High Street.
britishlegion.org.uk,,,,Liskeard RBL,,,,,,,,,United Kingdom,,,,"Liskeard Branch meets at 7.00pm on the first Thursday of every month at the RBL Club in Barn Street, Liskeard."
britishlegion.org.uk,,,,Little Common RBL,,,,,,,,,United Kingdom,,,,"The Branch Committee meets at 10.00am on the first Tuesday of the month at the Club in Meads Avenue, Little Common."
britishlegion.org.uk,,,,Littleport RBL,,,,,,,,,United Kingdom,,,,"Littleport Branch committee meets on the second Thursday of the month at 19.30 hours, at The Barn,Main Street car park, Littleport."
britishlegion.org.uk,,,,Llandovery RBL,,,,,,,,,United Kingdom,,,,Branch meets at 1900 on the Last Thursday of every Month at Rugby Club in Llandovery.
britishlegion.org.uk,,,,llandudno RBL,,,,,,,,LL30 1AB,United Kingdom,,,,"Llandudno Branch meets at the Ex-Services Club, Vaughan Street, Llandudno, LL30 1AB every 3rd Monday of the month at 19:30"
britishlegion.org.uk,,,,Londonderry RBL,,,,,,,,,United Kingdom,,,,"Londonderry Branch meets every second Tuesday of the month at the Freemasons Hall, Bishop Street, Londonderry."
britishlegion.org.uk,,,,Long Melford RBL,,,,,,,,CO10 9EH,United Kingdom,,,,"Long Melford Branch meets at Cordell Rd, Long Melford CO10 9EH."
britishlegion.org.uk,,,,Looe RBL,,,,,,,,PL13 2BU,United Kingdom,,,,"Looe Branch meets on the first monday of every month, starting sharp at 7.30pm, in Looe Social Club, Quay Road, West Looe PL13 2BU."
britishlegion.org.uk,,,,Loughbrickland RBL,,,,,,,,,United Kingdom,,,,Loughbrickland Branch meets every Third Tuesday at the Loughbrickland Branch RBL.
britishlegion.org.uk,,,,Lowestoft & District RBL,,,,,,,,NR33 0BY,United Kingdom,,,,"Lowestoft Branch meets at 7.30 pm on the last Thursday of every month at the Lord Kitcheners, 10 Kirkley Cliff, Lowestoft, NR33 0BY."
britishlegion.org.uk,,,,Lyme Regis RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lymm and District,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lytchett United RBL,,,,,,,,,United Kingdom,,,,"Meeting times for the Lytchett United Branch will be published when appropriate. The Branch Committee meets at 8pm on the second Tuesday of every month at the Lytchett United Royal British Legion Club, 93 Dorchester Road, Upton, Poole."
britishlegion.org.uk,,,,Mablethorpe RBL,,,,,,,,,United Kingdom,,,,Mablethorpe & District Branch meets at 7:30pm on the 1st Wednesday of every month (except August) at the Conservative Club in Victoria Road Mablethorpe.
britishlegion.org.uk,,,,Madeley RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lostock Hall RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Loughton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lurgan & Brownlow RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lymington RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Lyndhurst RBL,,,,,,,,,United Kingdom,,,,Lyndhurst Branch meets at 7:30pm quarterly at the Workmen's Club in Lyndhurst High Street.
britishlegion.org.uk,,,,Lytham & Ansdell,,,,,,,,FY8 3NP,United Kingdom,,,,"Branch meets at 7pm on the first Wednesday of January, April, July and October (AGM).  Meetings are held at Clifton Gardens, 309 Church Road, Lytham St Annes, Lancashire. FY8 3NP."
britishlegion.org.uk,,,,Macclesfield RBL,,,,,,,,,United Kingdom,,,,"Our Branch meets at the Branch HQ, 76 Chestergate, Macclesfield at 1900 (Nov - Mar) and at 2000 (APR - Oct), on 4th Wednesday of every month except in December where no meeting takes place."
britishlegion.org.uk,,,,Magherafelt RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Maldon & Heybridge,,,,,,,,,United Kingdom,,,,The Branch Committee meets at 19.30hrs every 2nd Tuesday of the month at the Maldon Constitutional Club 17 Fambridge Road. Maldon CM9 6AA. Anyone is welcome to attend.
britishlegion.org.uk,,,,Manningtree & District RBL Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Mapperley,,,,,,,,,United Kingdom,,,,"Mapperley, Porchester & District Branch meets at 7.15pm every third Friday of the month at the Mapperley Plains Road Social Club in Mapperley, Nottingham."
britishlegion.org.uk,,,,Market Harborough RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Marston Moreteyne RBL,,,,,,,,,United Kingdom,,,,"Marston Moreteyne Branch meets at Manor Court Community Room,  Banks Close, Marston Moreteyne on the second Tuesday of each month  at 2.30 pm in the summer months and 7.30pm in the winter  months."
britishlegion.org.uk,,,,Mawdesley RBL,,,,,,,,,United Kingdom,,,,Mawdesley Branch meets as required on a Saturday morning at 10.30am a few times a year at an arranged venue.
britishlegion.org.uk,,,,Mears Ashby RBL,,,,,,,,NN6 0BN,United Kingdom,,,,"The Branch meets at 7.30 pm every second Monday of each month at the Aviator Hotel, Wellingborough Road, Sywell, Northampton NN6 0BN."
britishlegion.org.uk,,,,Merthyr Tydfil RBL,,,,,,,,CF47 9AF,United Kingdom,,,,"Branch meets at 7:00pm every month except August at the Penydarren Social Club in Alexandra Road, Merthyr Tydfil CF47 9AF."
britishlegion.org.uk,,,,Malmesbury RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Mansfield Bellamy RBL,,,,,,,,,United Kingdom,,,,"Mansfield Bellamy Branch meets every month (except December) on the 2nd Monday, starting at 1.30pm, at the Trowell Court Centre, Bellamy Road, Mansfield."
britishlegion.org.uk,,,,Mansfield RBL,,,,,,,,NG19 0EE,United Kingdom,,,,"Mansfield Branch meets on the first Wednesday of every month at The Forest Town Arena, Clipstone Road West, Forest Town, NG19 0EE. Meetings start at 7.30pm."
britishlegion.org.uk,,,,Margate RBL,,,,,,,,CT9 1LU,United Kingdom,,,,"Margate Branch meets at 8.00pm on the second  Tuesday of every month at Legion House, 18 St John's  Road, Margate, Kent CT9 1LU.    Membership is open to everyone. If you have an interest in the  objectives of the Legion and want to help and support for those who  have served and their families, come and join us. We welcome men  and women of all ages, whether they have served in the Armed Forces  or not."
britishlegion.org.uk,,,,Marlow RBL,,,,,,,,,United Kingdom,,,,"Marlow Branch meets at 8pm on the first Wednesday of the month at the Royal British Legion Marlow Club in Station Approach, Marlow."
britishlegion.org.uk,,,,Martock RBL,,,,,,,,,United Kingdom,,,,Martock Branch Committee meets at 7.30pm on the first Wednesday of each month usually at Higher Southay Farm in East Lambrook.
britishlegion.org.uk,,,,Mayfield Hadlow Down RBL,,,,,,,,,United Kingdom,,,,"The Mayfield, Five Ashes and Hadlow Down Branch meets at the Mayfield Cricket Pavillion, Wellbrook, Mayfield."
britishlegion.org.uk,,,,Melbourne RBL,,,,,,,,DE73 8FE,United Kingdom,,,,Melbourne Branch meets at 8pm on the last Wednesday of every month at the Melbourne Royal British Legion Club in Melbourne DE73 8FE.
britishlegion.org.uk,,,,Mexborough,,,,,,,,S64 8AE,United Kingdom,,,,"Mexborough, Swinton & Kilnhurst Branch meets at 11.00am on the third Sunday of every month at the Rowms Lane Social Club  Swinton S64 8AE"
britishlegion.org.uk,,,,Midhurst & District,,,,,,,,,United Kingdom,,,,"The Midhurst & District Branch committee usually meets monthly in a member’s home, although these meetings have not been taking place due to Covid-19 restrictions. If you are interested in supporting the RBL in Midhurst, please contact the Branch Secretary, Jackie Travers on jackietravers666@icloud.com or call 01730 858285 or find us on Facebook by searching for @rblmidhurst."
britishlegion.org.uk,,,,Midsomer Norton & Radstock RBL,,,,,,,,,United Kingdom,,,,Midsomer Norton and Radstock Branch meet every fourth Tuesday of the month at Midsomer Norton Social Club at Stones Cross. Meetings commence at 19:30 hrs
britishlegion.org.uk,,,,Milton Keynes & District Jubilee RBL Branch,,,,,,,,,United Kingdom,,,,Milton Keynes Jubilee Branch meets the second Tuesday of every month. We arrange the venue at the previous meeting.
britishlegion.org.uk,,,,Minehead RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Morecambe RBL,,,,,,,,,United Kingdom,,,,"The Morecambe & Heysham Branch Committee meets on the third Monday of every month at the York Hotel, 87 Lancaster Road, Morecambe."
britishlegion.org.uk,,,,Mossley Hill RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Mousehole RBL,,,http://www.trblmousehole.co.uk/,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Mid Torridge RBL,,,,,,,,,United Kingdom,,,,"Mid Torridge Branch meets approximately every six weeks at a venue to be advised in the local area, usually Bob Wards private residence."
britishlegion.org.uk,,,,Middleton RBL,,,,,,,,,United Kingdom,,,,Branch meets at 19:30 every second Monday of the month
britishlegion.org.uk,,,,Midland Counties and Kildare,,,,,,,,,United Kingdom,,,,"From January 2024, the Branch meets on the second Saturday of the months following the quarterly District meeting. All members will be notified in advance of the location and time."
britishlegion.org.uk,,,,Milford on Sea RBL,,,,,,,,SO41 0QG,United Kingdom,,,,"Branch meets at 1630, every 3 months, at the Milford Club, High Street Milford on Sea, SO41 0QG"
britishlegion.org.uk,,,,Minchinhampton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Mitcham RBL,,,,,,,,,United Kingdom,,,,The Branch meets at 19:30 every 2nd Wednesday of each month.
britishlegion.org.uk,,,,Morley RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Moulton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Nantwich RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Neston RBL,,,,,,,,,United Kingdom,,,,"Neston Branch meets every [month] at our club in Chester Road, Neston."
britishlegion.org.uk,,,,New Romney,,,,,,,,TN28 8DR,United Kingdom,,,,"Branch meets at 1930 hrs every month at the The Broadacre Hotel in North St, New Romney TN28 8DR."
britishlegion.org.uk,,,,Newent RBL,,,,,,,,,United Kingdom,,,,Newent & District Branch meets at 7pm on the fourth Thursday of every month at the Memorial Hall in Newent.
britishlegion.org.uk,,,,Newton Abbot RBL,,,,,,,,,United Kingdom,,,,"Newton Abbot Branch meets at 7:30 pm every 3rd Monday of the Month at the British Legion Club, Marsh Road in Newton Abbot."
britishlegion.org.uk,,,,North Hykeham RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Northampton RBL,,,,,,,,,United Kingdom,,,,"The Northampton Branch meets at 7.30pm on the first Wednesday of each month at the Conservative Club in Billing Road, Northampton.."
britishlegion.org.uk,,,,Nuneaton & Stockingford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Needham Market RBL,,,,,,,,IP6 8BB,United Kingdom,,,,"Needham Market Branch meets at 7 for 7.30pm on the last Thursday in the month at the Community Centre in School Street, Needham Market IP6 8BB."
britishlegion.org.uk,,,,New Milton RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 7pm every February, June, September and November at the New Milton Memorial Centre."
britishlegion.org.uk,,,,Newbridge RBL,,,,,,,,,United Kingdom,,,,Newbridge Branch meets at 19.30hrs every 1st Tuesday of new month at the St Paul's Church hall in Newbridge.
britishlegion.org.uk,,,,Newmarket RBL,,,,,,,,CB8 8DY,United Kingdom,,,,"The Branch meets monthly on the first Saturday of the month for a Breakfast Club at the Heath Court Hotel, Moulton Road, Newmarket CB8 8DY at 0900hrs. This event is also open to Veterans and Personnel connected to the Emergency Services.The Branch also has Training sessions, Meetings, Social and other events which are planned throughout the year and are advertised as required."
britishlegion.org.uk,,,,Newtownards RBL,,,,,,,,,United Kingdom,,,,Newtownards Branch meets on the third Wednesday of each  month at the premises in Court Square.
britishlegion.org.uk,,,,North Weald RBL,,,,,,,,CM16 6BU,United Kingdom,,,,"The North Weald Branch meets at 8pm on the third Friday of every other month in the  Village Hall Lounge, North Weald CM16 6BU (dates published on the Branch Facebook page and in the North Weald Village Life Magazine)."
britishlegion.org.uk,,,,Northern Ireland Motor Cycle Branch,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Oakengates & Dist RBL,,,,,,,,TF2 6DR,United Kingdom,,,,Branch meets at 1800 on the first Wednesday every month at the Stallard Court community room TF2 6DR.
britishlegion.org.uk,,,,Oakwood RBL,,,,,,,,,United Kingdom,,,,"Oakwood Branch meets every Wednesday 8.30pm at  the Oakwood Community Centre, Springwood Drive,  Oakwood, Derby."
britishlegion.org.uk,,,,Old Basing RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Oldbury RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Orrell,,,,,,,,WN5 8HY,United Kingdom,,,,"Orrell Branch meets at 7.30pm on the second Tuesday of every month at Pemberton Conservative Club, Park Rd, Pemberton, Wigan, WN5 8HY. If you wish to become a member of Orrell Branch please join online by following the link below.                                                                                             For any further details about Orrell Branch, please email our Branch Chairman David Myers rbl.orrell@aol.com  Membership is open to everyone, you don't have to have served in the Armed Forces to become a member. If you have an interest in the objectives of the Legion and want to help and support for those who have served and their families, come and join us. We welcome men and women of all ages, whether they have served in the Armed Forces or not."
britishlegion.org.uk,,,,Oundle RBL,,,,,,,,,United Kingdom,,,,The Oundle Branch meets at 19.00 every 1st Monday of the month(except Bank Holidays when 2nd Monday and no meetings in July/August). Email Oundle.MemSecretary@RBL.Community for next meeting location.
britishlegion.org.uk,,,,Oxted and District,,,,,,,,,United Kingdom,,,,Branch Members are welcome to meet in the Oxted RBL Club at any time that it is open.
britishlegion.org.uk,,,,Papplewick & Linby RBL,,,,,,,,,United Kingdom,,,,"Papplewick & Linby Branch meets at the Horse and Groom, Linby at 12 noon at two monthly intervals as room available."
britishlegion.org.uk,,,,Pawlett RBL,,,,,,,,,United Kingdom,,,,"Pawlett Branch Committee meets on the third Wednesday of every month except August, at The Royal British Legion Club in Pawlett. If you are interested in joining the Committee to help further the activities and charitable work of the Legion, please get in touch at the email address below, or via the Club Steward."
britishlegion.org.uk,,,,Okehampton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Old Catton,,,,,,,,,United Kingdom,,,,Branch meets at 7pm every 1st Wednesday of the month at a committee member’s home
britishlegion.org.uk,,,,Orpington,,,https://www.rblorpington.co.uk/,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Oswestry,,,,,,,,,United Kingdom,,,,"The Home of the Royal British Legion Oswestry Branch is the Oswestry Cricket Club, Morda Road, Oswestry.  The Branch now meets on the second Tuesday of the month between 1000 - 1200 hours, and the last Friday of the month between 1700 - 1900 hours. In addition social and fundraising events will be held and advertised as applicable."
britishlegion.org.uk,,,,Over & District RBL,,,,,,,,,United Kingdom,,,,Over & District Branch meets every alternate month at the Community Centre in Over Village.
britishlegion.org.uk,,,,Paignton RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Park Gate,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Peaslake RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Pelynt & Lanreath RBL,,,,,,,,,United Kingdom,,,,Pelynt & Lanreath Branch meets at 10.30am on the every third Friday of the month for a coffee morning at the Jubilee Inn in Pelynt.
britishlegion.org.uk,,,,Penketh and Great Sankey RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Penrith RBL,,,https://www.rblpenrith.org.uk/,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Pershore & District,,,,,,,,,United Kingdom,,,,"Branch Committee meets at 19.00 hrs on the last Thursday of alternative months at the The Angel Inn & Posting House, High Street in Pershore."
britishlegion.org.uk,,,,Petersfield RBL,,,,,,,,,United Kingdom,,,,"Petersfield Branch meets every second Wednesday at 7:30pm at the Red Lion Pub, College Street, Petersfield."
britishlegion.org.uk,,,,Pluckley & Little Chart RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Plymouth Crownhill RBL Branch,,,,,,,,,United Kingdom,,,,Plymouth Crownhill Branch meets at 19:00 every third Thursday of each month at the Crownhill Club in the meeting room.
britishlegion.org.uk,,,,Poole RBL,,,,,,,,,United Kingdom,,,,The Poole Branch meets every 2 Months - normally 2nd Monday at 20.00hr. Location will be published via email due to North Road Social Club being closed
britishlegion.org.uk,,,,Pencoed RBL Branch,,,,,,,,CF35 6TB,United Kingdom,,,,"Branch meets bi-monthly at 6.30 pm on the third Sunday in the month in Pencoed Social Club, 37 Hendre Road, Pencoed, CF35 6TB"
britishlegion.org.uk,,,,Penkridge RBL,,,,,,,,,United Kingdom,,,,"Penkridge Branch meets at 19:30hrs every 2nd Tuesday of January, March, May, July, September, October and November at Pencric, Tildesley Close off Vale Gardens, Penkridge Stafford,ST19 5FG."
britishlegion.org.uk,,,,Penryn,,,,,,,,,United Kingdom,,,,"Penryn Branch meets at 7.30pm on the first Wednesday of each month (excluding January) at the Penryn Bowling Club Quay Hill, Penryn."
britishlegion.org.uk,,,,Peterborough,,,,,,,,PE1 4DA,United Kingdom,,,,"Peterborough Branch meets on the third Thursday of each month at 7.30pm at the Peterborough Conservative Club.  77 Broadway,Peterborough PE1 4DA)."
britishlegion.org.uk,,,,Petts Wood RBL,,,,,,,,,United Kingdom,,,,"Petts Wood Branch Committee meets on the 2nd Tuesday of every month except August at our Headquarters in Queensway, Petts Wood, Orpington. The November meeting is also the AGM."
britishlegion.org.uk,,,,Plymouth City Centre Armed Forces Supporters,,,,,,,,,United Kingdom,,,,"The Branch is not attached to a Royal British Legion Club, and seeks to provide its membership with a wide range of social, fundraising and volunteer opportunities outside of a Club environment. Whilst our formal meetings are currently held at the Plymouth Hoe Club, we aim to hold meetings throughout the month in a variety of venues, recognising that many of our potential members would prefer to meet in more family friendly and 'dry' environments. Some of our members are involved in local walking clubs, breakfast clubs and volunteer as fundraisers for the Poppy Appeal.  All of which may provide new social outlets."
britishlegion.org.uk,,,,Polegate RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Port Erin RBL,,,,,,,,,United Kingdom,,,,"Port Erin Branch committee meets every month, usually on the 3rd Monday of the month at 1930hrs at the Memorial Hall in Droghadfayle Road, Port Erin."
britishlegion.org.uk,,,,Portishead,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Poynton RBL,,,,,,,,,United Kingdom,,,,"Poynton Branch meets every 3 months at its premises in Georges Road West, Poynton."
britishlegion.org.uk,,,,Pudsey & Farsley RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ramsbottom RBL,,,,,,,,,United Kingdom,,,,The Ramsbottom Branch meets every month at the Ramsbottom Royal British Legion in Ramsbottom.
britishlegion.org.uk,,,,Randalstown RBL,,,,,,,,,United Kingdom,,,,"Randalstown Branch meets at 20:00 on the last Thursday of every other month, at the Old Bleach Bowling Club in Neilsbrook Park, Randalstown."
britishlegion.org.uk,,,,Raunds & Dist RBL,,,,,,,,,United Kingdom,,,,"Raunds and District Branch meets at 8pm every 3rd Wednesday of the month at the 'Stanwick Club' in the High Street,  Stanwick."
britishlegion.org.uk,,,,Redcar RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Richmond RBL,,,,,,,,,United Kingdom,,,,Richmond (North Yorkshire) Branch meets every [second Thursday at the [Cricket Club in [Richmond].
britishlegion.org.uk,,,,Potterne Branch (Wiltshire),,,,,,,,,United Kingdom,,,,Potterne Branch meets at 20:00 every 2nd Monday of the Month at the Potterne Social Club in Whistley Rd. Potterne SN105NE.
britishlegion.org.uk,,,,Prestatyn RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Rainworth,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ramsey RBL,,,,,,,,,United Kingdom,,,,Ramsey & District Branch meets currently every third Wednesday of the month
britishlegion.org.uk,,,,Rathfriland RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Rayleigh RBL,,,,,,,,,United Kingdom,,,,"Rayleigh Branch meets at 7.30pm on the second Monday of every month at the Royal British Legion Hall, 2 London Hill, Rayleigh, Essex."
britishlegion.org.uk,,,,Retford RBL,,,,,,,,DN22 7NJ,United Kingdom,,,,Retford & District Branch meets at 7pm on the first Monday of every month at the Babworth Sports & Social Club in Retford DN22 7NJ. Please note: there are no meetings in January and August.
britishlegion.org.uk,,,,Rickmansworth RBL,,,,,,,,,United Kingdom,,,,"Rickmansworth & West Hyde Branch meets at 8.00pm on the 3rd Wednesday of every month at The Royal British Legion Hall in Ebury Road, Rickmansworth."
britishlegion.org.uk,,,,Ringwood & District RBL,,,,,,,,,United Kingdom,,,,"Ringwood & District Branch meets at 7.30pm on the fourth Monday of most months at the Ringwood Conservative Club, see our News and Events page for more info.Membership is open to everyone. If you have an interest in the objectives of the Legion and want to help and support for those who have served and their families, come and join us. We welcome men and women of all ages, whether they have served in the Armed Forces or not."
britishlegion.org.uk,,,,Rishton RBL,,,,,,,,,United Kingdom,,,,"Rishton Branch meets 1st Sunday every month at 13.00 pm at Rishton Conservative Club, Cliffe St, Rishton in the darts room. From November 2015  meetings have changed venue to The Roebuck Inn, High St but the time and date stays the same."
britishlegion.org.uk,,,,Rochdale RBL,,,,,,,,,United Kingdom,,,,Rochdale Branch meets on the first Wednesday of every month at 20.00hrs ( excluding November and January)
britishlegion.org.uk,,,,Romford RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ross on Wye RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Royal British Legion Village RBL,,,,,,,,,United Kingdom,,,,"Our Village Branch is based at The Royal British Legion Village in Aylesford, Kent and meets regularly in the Capel Morris Centre."
britishlegion.org.uk,,,,Royal Tunbridge Wells RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Royston RBL,,,,,,,,,United Kingdom,,,,"Royston Branch meets at 7.30pm every fouth Tuesday of the month at the Royston Branch, Royal British Legion in Royston."
britishlegion.org.uk,,,,Ripon RBL,,,,,,,,,United Kingdom,,,,Ripon Branch meets at 8pm every alternate month at Lister House in Ripon.
britishlegion.org.uk,,,,Roade & Dist RBL,,,,,,,,,United Kingdom,,,,"Branch meets at 7 PM every First Monday of each month at the Cripps House, The Ridings in Hyde Road, Roade."
britishlegion.org.uk,,,,Rolleston on Dove RBL,,,,,,,,DE13 9DN,United Kingdom,,,,"Rolleston on Dove  Branch meets every first Wednesday of the month at 7pm at the Rolleston Club, 15 Burnside Rolleston on Dove, Staffordshire. DE13 9DN"
britishlegion.org.uk,,,,Romsey,,,,,,,,,United Kingdom,,,,Branch committee meets at 19:30 hours every two months using Teams video conferencing software.
britishlegion.org.uk,,,,Rotherham Rawmarsh & Parkgate RBL,,,,,,,,S65 1HY,United Kingdom,,,,"Rotherham, Rawmarsh & Parkgate Branch meets at 11am on the 2nd Thursday of the every month at  Tesco Community Room, Tesco Extra, Drummond Street, Rotherham S65 1HY."
britishlegion.org.uk,,,,Royal Hillsborough Branch,,,,,,,,,United Kingdom,,,,Royal Hillsborough Branch committee meets on the second Wednesday every month. Branch meetings are held every three months. All branch members and guests are very welcome to attend. Please contact any of the branch officers listed for details.
britishlegion.org.uk,,,,Royal Wootton Bassett,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Ruddington RBL,,,,,,,,,United Kingdom,,,,
britishlegion.org.uk,,,,Rugby No1 RBL,,,,,,,,CV21 2EZ,United Kingdom,,,,"Rugby No 1 Branch meets on the second THURSDAY of each month at 7.30pm at The Indian Community Centre, Edward Street, Rugby. CV21 2EZ. On-site car parking is available."
britishlegion.org.uk,,,,Rushden RBL,,,,,,,,NN10 0HF,United Kingdom,,,,"Rushden Branch meets on the second Monday of the month at the Rushden Athletic Club, Newton Road, Rushden, NN10 0HF at 7.30pm."
